Time,Temp,Humidity,RawGas,CorrectedGas,AQI,PredictedAQI,AQI_prev1,AQI_prev2,delta_AQI,delta2_AQI
319,36.0,9.9,401,456.1,213,226,216.0,222.0,-3.0,3.0
321,36.0,9.8,402,457.7,214,229,213.0,216.0,1.0,4.0
323,36.0,9.8,407,463.3,219,237,214.0,213.0,5.0,4.0
325,36.0,9.8,409,465.6,220,237,219.0,214.0,1.0,-4.0
328,36.0,9.8,395,449.7,207,216,220.0,219.0,-13.0,-14.0
330,36.0,9.8,392,446.3,205,216,207.0,220.0,-2.0,11.0
332,36.0,9.9,393,447.0,205,219,205.0,207.0,0.0,2.0
334,36.0,9.9,385,437.9,197,207,205.0,205.0,-8.0,-8.0
337,36.0,9.9,381,433.3,194,205,197.0,205.0,-3.0,5.0
339,36.0,9.8,379,431.5,192,204,194.0,197.0,-2.0,1.0
341,36.0,9.8,374,425.8,187,197,192.0,194.0,-5.0,-3.0
343,36.0,9.5,365,416.7,180,188,187.0,192.0,-7.0,-2.0
346,36.0,9.4,358,409.0,174,182,180.0,187.0,-6.0,1.0
348,36.0,9.4,350,399.9,165,170,174.0,180.0,-9.0,-3.0
350,36.0,9.4,352,402.2,168,179,165.0,174.0,3.0,12.0
352,36.0,9.4,346,395.3,162,170,168.0,165.0,-6.0,-9.0
355,36.0,9.3,344,393.4,160,168,162.0,168.0,-2.0,4.0
357,36.0,9.3,343,392.3,160,170,160.0,162.0,0.0,2.0
359,36.0,9.3,339,387.7,155,162,160.0,160.0,-5.0,-5.0
361,36.0,9.4,342,390.8,158,169,155.0,160.0,3.0,8.0
364,36.0,9.4,350,399.9,165,180,158.0,155.0,7.0,4.0
366,36.0,9.3,346,395.7,162,172,165.0,158.0,-3.0,-10.0
368,36.0,9.1,345,395.3,162,172,162.0,165.0,0.0,3.0
370,36.0,9.1,346,396.4,163,174,162.0,162.0,1.0,1.0
373,36.0,9.3,349,399.1,165,177,163.0,162.0,2.0,1.0
375,36.0,9.3,350,400.3,166,178,165.0,163.0,1.0,-1.0
377,36.0,9.3,351,401.4,167,179,166.0,165.0,1.0,0.0
379,36.0,9.3,350,400.3,166,176,167.0,166.0,-1.0,-2.0
382,36.0,9.1,349,399.9,165,175,166.0,167.0,-1.0,0.0
384,36.0,9.1,345,395.3,162,171,165.0,166.0,-3.0,-2.0
386,36.0,9.3,340,388.8,156,163,162.0,165.0,-6.0,-3.0
388,36.0,9.3,344,393.4,160,171,156.0,162.0,4.0,10.0
391,36.0,9.4,343,391.9,159,169,160.0,156.0,-1.0,-5.0
393,36.0,9.5,342,390.4,158,167,159.0,160.0,-1.0,0.0
395,36.0,9.5,338,385.8,154,162,158.0,159.0,-4.0,-3.0
397,36.0,9.5,338,385.8,154,163,154.0,158.0,0.0,4.0
400,36.0,9.5,335,382.4,151,159,154.0,154.0,-3.0,-3.0
402,36.0,9.5,336,383.6,152,161,151.0,154.0,1.0,4.0
404,36.0,9.5,333,380.1,150,159,152.0,151.0,-2.0,-3.0
406,36.0,9.5,334,381.3,150,159,150.0,152.0,0.0,2.0
409,36.0,9.5,334,381.3,150,159,150.0,150.0,0.0,0.0
411,36.0,9.7,329,374.9,145,151,150.0,150.0,-5.0,-5.0
413,36.0,9.7,326,371.5,142,148,145.0,150.0,-3.0,2.0
415,36.0,9.7,321,365.8,137,142,142.0,145.0,-5.0,-2.0
418,36.0,9.7,317,361.2,134,140,137.0,142.0,-3.0,2.0
420,36.0,9.7,312,355.5,129,133,134.0,137.0,-5.0,-2.0
422,36.0,9.7,307,349.8,124,128,129.0,134.0,-5.0,0.0
424,36.0,9.7,300,341.8,117,119,124.0,129.0,-7.0,-2.0
427,36.0,9.5,294,335.6,112,114,117.0,124.0,-5.0,2.0
429,36.0,9.5,289,329.9,107,109,112.0,117.0,-5.0,0.0
431,36.1,9.5,282,321.2,100,100,107.0,112.0,-7.0,-2.0
433,36.1,9.4,277,315.8,95,96,100.0,107.0,-5.0,2.0
435,36.1,9.4,269,306.7,88,87,95.0,100.0,-7.0,-2.0
437,36.1,9.4,264,301.0,83,82,88.0,95.0,-5.0,2.0
439,36.1,9.3,259,295.5,79,79,83.0,88.0,-4.0,1.0
441,36.1,9.3,252,287.5,72,70,79.0,83.0,-7.0,-3.0
443,36.1,9.3,245,279.6,65,62,72.0,79.0,-7.0,0.0
445,36.1,9.3,243,277.3,64,63,65.0,72.0,-1.0,6.0
447,36.1,9.3,238,271.6,59,57,64.0,65.0,-5.0,-4.0
449,36.1,9.3,234,267.0,55,53,59.0,64.0,-4.0,1.0
451,36.2,9.3,233,265.3,54,53,55.0,59.0,-1.0,3.0
453,37.0,9.7,228,254.0,45,40,54.0,55.0,-9.0,-8.0
455,38.9,9.7,228,243.7,35,28,45.0,54.0,-10.0,-1.0
457,40.1,8.6,225,236.6,30,25,35.0,45.0,-5.0,5.0
459,41.4,7.5,224,231.4,25,21,30.0,35.0,-5.0,0.0
462,42.6,6.3,224,228.0,23,20,25.0,30.0,-2.0,3.0
464,43.7,5.0,222,223.3,19,16,23.0,25.0,-4.0,-2.0
466,44.5,4.1,221,220.4,16,13,19.0,23.0,-3.0,1.0
468,45.0,3.3,219,217.6,14,11,16.0,19.0,-2.0,1.0
470,45.4,2.9,216,213.6,10,6,14.0,16.0,-4.0,-2.0
472,45.6,2.5,217,214.4,11,9,10.0,14.0,1.0,5.0
474,45.8,2.4,219,215.7,12,11,11.0,10.0,1.0,0.0
476,45.9,2.3,220,216.5,13,13,12.0,11.0,1.0,0.0
478,45.9,2.0,220,217.0,13,12,13.0,12.0,0.0,-1.0
480,45.9,1.8,218,215.3,12,10,13.0,13.0,-1.0,-1.0
482,45.9,1.7,217,214.5,11,9,12.0,13.0,-1.0,0.0
484,45.8,1.6,215,213.1,10,8,11.0,12.0,-1.0,0.0
486,45.7,1.5,213,211.7,9,7,10.0,11.0,-1.0,0.0
488,45.5,1.4,210,209.7,7,4,9.0,10.0,-2.0,-1.0
490,45.4,1.4,208,208.2,6,3,7.0,9.0,-1.0,1.0
